Title,Runtime,MPAA Rating,IMDb Score,Release Year
Don't Say a Word,113 min,R,6.3,(2001)
Glitter,104 min,PG-13,2.4,(2001)
Ichi the Killer,129 min,R,7.0,(2001)
The Glass House,106 min,PG-13,5.8,(2001)
The Bunker,88 min,R,5.4,(2001)
Serendipity,90 min,PG-13,6.8,(2001)
The Grey Zone,108 min,R,7.0,(2001)
Hardball,106 min,PG-13,6.4,(2001)
Heist,109 min,R,6.5,(2001)
Last Orders,109 min,R,6.9,(2001)
Joy Ride,97 min,R,6.6,(2001)
Life as a House,125 min,R,7.5,(2001)
Knockaround Guys,92 min,R,6.1,(2001)
From Hell,122 min,R,6.7,(2001)
Prozac Nation,95 min,R,6.2,(2001)
Buffalo Soldiers,98 min,R,6.7,(2001)
Novocaine,95 min,R,5.8,(2001)
Hearts in Atlantis,101 min,PG-13,6.9,(2001)
The Musketeer,104 min,PG-13,4.7,(2001)
Birthday Girl,93 min,R,6.0,(2001)
Soul Survivors,84 min,PG-13,3.9,(2001)
Good Advice,93 min,R,6.2,(2001)
Rock Star,105 min,R,6.3,(2001)
Training Day,122 min,R,7.7,(2001)
To End All Wars,117 min,R,7.0,(2001)
Thirteen Conversations About One Thing,104 min,R,7.0,(2001)
Cowboy Bebop: The Movie,115 min,TV-14,7.8,(2001)
Monsoon Wedding,114 min,R,7.3,(2001)
Lovely & Amazing,91 min,R,6.7,(2001)
Two Can Play That Game,90 min,R,6.0,(2001)
Sex and Lucía,128 min,R,7.0,(2001)
Ghosts of Mars,98 min,R,4.9,(2001)
Bubble Boy,84 min,PG-13,5.7,(2001)
Jay and Silent Bob Strike Back,104 min,R,6.8,(2001)
Summer Catch,104 min,PG-13,5.0,(2001)
American Outlaws,94 min,PG-13,5.9,(2001)
The Parole Officer,93 min,R,6.3,(2001)
Osmosis Jones,95 min,PG,6.3,(2001)
American Pie 2,108 min,R,6.4,(2001)
The Curse of the Jade Scorpion,103 min,PG-13,6.7,(2001)
The Cat's Meow,114 min,PG-13,6.4,(2001)
Fulltime Killer,102 min,R,6.8,(2001)
The Others,104 min,PG-13,7.6,(2001)
Session 9,97 min,R,6.4,(2001)
Rat Race,112 min,PG-13,6.4,(2001)
The Princess Diaries,115 min,G,6.4,(2001)
Millennium Actress,87 min,PG,7.8,(2001)
My Sassy Girl,137 min,Not Rated,8.0,(2001)
Planet of the Apes,119 min,PG-13,5.7,(2001)
Rush Hour 2,90 min,PG-13,6.6,(2001)
Jason X,92 min,R,4.4,(2001)
The Unsaid,111 min,R,6.6,(2001)
Spirited Away,125 min,PG,8.6,(2001)
Jeepers Creepers,90 min,R,6.2,(2001)
America's Sweethearts,102 min,PG-13,5.7,(2001)
Jurassic Park III,92 min,PG-13,5.9,(2001)
Made,95 min,R,6.3,(2001)
Original Sin,116 min,R,6.0,(2001)
The Score,124 min,R,6.8,(2001)
Scary Movie 2,83 min,R,5.3,(2001)
Final Fantasy: The Spirits Within,106 min,PG-13,6.4,(2001)
Pootie Tang,81 min,PG-13,5.2,(2001)
Crazy/Beautiful,99 min,PG-13,6.4,(2001)
A.I. Artificial Intelligence,146 min,PG-13,7.2,(2001)
Legally Blonde,96 min,PG-13,6.4,(2001)
Kiss of the Dragon,98 min,R,6.6,(2001)
Cats & Dogs,87 min,PG,5.1,(2001)
Ticker,92 min,R,3.5,(2001)
Jimmy Neutron: Boy Genius,82 min,G,6.0,(2001)
Baby Boy,130 min,R,6.4,(2001)
Dr. Dolittle 2,87 min,PG,4.7,(2001)
The Fast and the Furious,106 min,PG-13,6.8,(2001)
Ghost World,111 min,R,7.3,(2001)
Lagaan: Once Upon a Time in India,224 min,PG,8.1,(2001)
Lara Croft: Tomb Raider,100 min,PG-13,5.7,(2001)
Tortilla Soup,102 min,PG-13,6.7,(2001)
Evolution,101 min,PG-13,6.1,(2001)
Lantana,121 min,R,7.2,(2001)
Atlantis: The Lost Empire,95 min,PG,6.9,(2001)
What's the Worst That Could Happen?,94 min,PG-13,5.4,(2001)
O,95 min,R,6.1,(2001)
Metropolis,108 min,PG-13,7.2,(2001)
Pearl Harbor,183 min,PG-13,6.2,(2001)
Millennium Mambo,119 min,R,7.0,(2001)
Human Nature,96 min,R,6.4,(2001)
Dark Blue World,112 min,R,7.2,(2001)
What Time Is It There?,116 min,Not Rated,7.3,(2001)
Mulholland Drive,147 min,R,7.9,(2001)
Angel Eyes,102 min,R,5.7,(2001)
The Anniversary Party,115 min,R,6.3,(2001)
The Man Who Wasn't There,116 min,R,7.5,(2001)
Trouble Every Day,101 min,Not Rated,5.9,(2001)
No Man's Land,98 min,R,7.9,(I) (2001)
Storytelling,87 min,R,6.8,(2001)
Swordfish,99 min,R,6.5,(2001)
The Shaft,111 min,R,4.7,(2001)
Replicant,100 min,R,5.3,(2001)
Kandahar,81 min,Not Rated,6.8,(2001)
Moulin Rouge!,127 min,PG-13,7.6,(2001)
Texas Rangers,90 min,PG-13,5.2,(2001)
The Mummy Returns,130 min,PG-13,6.4,(2001)
Town & Country,104 min,R,4.5,(2001)
The Forsaken,90 min,R,5.3,(2001)
Amélie,122 min,R,8.3,(2001)
Shrek,90 min,PG,7.9,(2001)
Kissing Jessica Stein,97 min,R,6.6,(2001)
Sidewalks of New York,108 min,R,6.4,(2001)
The Hole,102 min,R,6.2,(2001)
The Center of the World,88 min,Unrated,5.8,(2001)
Captain Corelli's Mandolin,131 min,R,5.9,(2001)
One Night at McCool's,93 min,R,6.2,(2001)
Freddy Got Fingered,87 min,R,4.6,(2001)
Crocodile Dundee in Los Angeles,95 min,PG,4.8,(2001)
Joe Dirt,91 min,PG-13,6.0,(2001)
Josie and the Pussycats,98 min,PG-13,5.5,(2001)
Just Visiting,88 min,PG-13,5.7,(2001)
Bridget Jones's Diary,97 min,R,6.8,(2001)
Along Came a Spider,104 min,R,6.4,(2001)
Tomcats,95 min,R,5.3,(2001)
Blow,124 min,R,7.5,(2001)
Someone Like You,97 min,PG-13,6.0,(2001)
Heartbreakers,123 min,PG-13,6.2,(2001)
The Animal,84 min,PG-13,4.8,(2001)
Spy Kids,88 min,PG,5.6,(2001)
Exit Wounds,101 min,R,5.6,(2001)
Say It Isn't So,95 min,R,5.0,(2001)
Get Over It,87 min,PG-13,5.7,(2001)
A Knight's Tale,132 min,PG-13,6.9,(2001)
Driven,116 min,PG-13,4.6,(2001)
The Experiment,120 min,R,7.7,(2001)
The Mexican,123 min,R,6.1,(2001)
15 Minutes,120 min,R,6.1,(2001)
See Spot Run,94 min,PG,5.3,(2001)
Monkeybone,93 min,PG-13,4.8,(2001)
3000 Miles to Graceland,125 min,R,5.9,(2001)
Sweet November,119 min,PG-13,6.7,(2001)
Down to Earth,87 min,PG-13,5.4,(2001)
The Tailor of Panama,109 min,R,6.1,(2001)
Fat Girl,86 min,Not Rated,6.4,(2001)
Recess: School's Out,82 min,G,6.5,(2001)
Hannibal,131 min,R,6.8,(2001)
Enemy at the Gates,131 min,R,7.5,(2001)
Saving Silverman,90 min,PG-13,5.8,(2001)
Head Over Heels,86 min,PG-13,5.4,(2001)
Valentine,96 min,R,4.9,(2001)
Blow Dry,94 min,R,6.2,(2001)
Manic,100 min,R,7.2,(2001)
The Wedding Planner,103 min,PG-13,5.3,(2001)
Tape,86 min,R,7.2,(2001)
Sugar & Spice,81 min,PG-13,5.7,(2001)
Druids,120 min,R,2.7,(2001)
Wet Hot American Summer,97 min,R,6.5,(2001)
Waking Life,99 min,R,7.7,(2001)
Enigma,119 min,R,6.4,(2001)
Lost and Delirious,103 min,R,6.8,(2001)
The Deep End,101 min,R,6.5,(2001)
The Tunnel,157 min,14A,7.7,(2001)
Intimacy,119 min,R,6.1,(2001)
L.I.E.,97 min,R,7.1,(2001)
Series 7: The Contenders,86 min,R,6.5,(2001)
Donnie Darko,113 min,R,8.0,(2001)
In the Bedroom,131 min,R,7.4,(2001)
Super Troopers,100 min,R,7.0,(2001)
Hedwig and the Angry Inch,95 min,R,7.7,(2001)
The Believer,98 min,R,7.1,(2001)
The Caveman's Valentine,105 min,R,5.8,(2001)
The Accidental Spy,87 min,PG-13,5.8,(2001)
My First Mister,109 min,R,7.2,(2001)
Antitrust,108 min,PG-13,6.1,(2001)
Double Take,88 min,PG-13,5.4,(2001)
Save the Last Dance,112 min,PG-13,6.2,(2001)
The Pledge,124 min,R,6.8,(I) (2001)
Sleepless,117 min,R,6.2,(2001)
The Body,109 min,PG-13,5.3,(2001)
Bully,108 min,R,6.9,(2001)
Dracula 2000,99 min,R,4.9,(2000)
The Gift,111 min,R,6.7,(2000)
Thirteen Days,145 min,PG-13,7.3,(2000)
Chocolat,121 min,PG-13,7.3,(2000)
Miss Congeniality,109 min,PG-13,6.3,(2000)
What Women Want,127 min,PG-13,6.4,(2000)
All the Pretty Horses,116 min,PG-13,5.8,(2000)
The Family Man,125 min,PG-13,6.8,(2000)
"Dude, Where's My Car?",83 min,PG-13,5.5,(2000)
Dungeons & Dragons,107 min,PG-13,3.6,(2000)
Italian for Beginners,112 min,R,7.1,(2000)
Cast Away,143 min,PG-13,7.8,(2000)
The Claim,120 min,R,6.3,(2000)
Traffic,147 min,R,7.6,(2000)
Proof of Life,135 min,R,6.3,(2000)
Vertical Limit,124 min,PG-13,5.9,(2000)
Finding Forrester,136 min,PG-13,7.3,(2000)
The Emperor's New Groove,78 min,G,7.4,(2000)
102 Dalmatians,100 min,G,4.8,(2000)
Bounce,106 min,PG-13,5.8,(2000)
Unbreakable,106 min,PG-13,7.3,(2000)
How the Grinch Stole Christmas,104 min,PG,6.3,(2000)
Red Planet,106 min,PG-13,5.7,(2000)
Rugrats in Paris,78 min,G,6.1,(2000)
Little Nicky,90 min,PG-13,5.3,(2000)
Battle Royale,114 min,Not Rated,7.6,(2000)
Left Behind: The Movie,96 min,PG-13,4.3,(2000)
2001: A Space Travesty,99 min,R,3.4,(2000)
Ed Gein,89 min,Not Rated,5.5,(2000)
The Legend of Bagger Vance,126 min,PG-13,6.7,(2000)
Versus,119 min,R,6.3,(II) (2000)
The 6th Day,123 min,PG-13,5.9,(2000)
Book of Shadows: Blair Witch 2,90 min,R,4.0,(2000)
Mission Kashmir,154 min,R,6.6,(2000)
Malena,108 min,R,7.4,(2000)
Lucky Numbers,105 min,R,5.1,(2000)
Charlie's Angels,98 min,PG-13,5.6,(2000)
Bedazzled,93 min,PG-13,6.1,(2000)
Lost Souls,97 min,R,4.8,(2000)
Pay It Forward,123 min,PG-13,7.2,(2000)
The Ladies Man,84 min,R,5.2,(2000)
Citizen Toxie: The Toxic Avenger IV,109 min,R,6.0,(2000)
Meet the Parents,108 min,PG-13,7.0,(2000)
Digimon: The Movie,82 min,PG,6.0,(2000)
Get Carter,102 min,R,5.1,(2000)
Remember the Titans,113 min,PG,7.8,(2000)
Harrison's Flowers,121 min,R,7.1,(2000)
Urban Legends: Final Cut,97 min,R,4.3,(2000)
Bamboozled,135 min,R,6.6,(2000)
The Dish,101 min,PG-13,7.2,(2000)
Titanic: The Legend Goes On...,72 min,Not Rated,1.5,(2000)
Men of Honor,129 min,R,7.2,(2000)
Sexy Beast,89 min,R,7.3,(2000)
Tigerland,101 min,R,7.0,(2000)
Under the Sand,92 min,Unrated,7.1,(2000)
The Contender,126 min,R,6.9,(2000)
Greenfingers,91 min,R,6.8,(2000)
Joint Security Area,110 min,Not Rated,7.7,(2000)
The Weight of Water,114 min,R,5.8,(2000)
Duets,112 min,R,6.1,(2000)
Almost Famous,122 min,R,7.9,(2000)
Best in Show,90 min,PG-13,7.4,(2000)
The Way of the Gun,119 min,R,6.6,(2000)
The Watcher,97 min,R,5.3,(I) (2000)
Pollock,122 min,R,7.0,(2000)
Memento,113 min,R,8.4,(2000)
Before Night Falls,133 min,R,7.2,(2000)
Quills,124 min,R,7.2,(2000)
The Man Who Cried,100 min,R,6.1,(2000)
Brother,114 min,R,7.1,(I) (2000)
Dinner Rush,99 min,R,7.3,(2000)
Highlander: Endgame,87 min,R,4.6,(2000)
100 Girls,94 min,R,5.8,(2000)
Dr. T & the Women,122 min,R,4.7,(2000)
Maelstrom,87 min,R,6.8,(2000)
Bait,119 min,R,5.7,(2000)
State and Main,105 min,R,6.7,(2000)
Snatch,102 min,R,8.2,(2000)
The Art of War,117 min,R,5.7,(2000)
Bring It On,98 min,PG-13,6.1,(2000)
The Crew,88 min,PG-13,5.6,(2000)
The Little Vampire,95 min,PG,5.7,(2000)
The Cell,107 min,R,6.4,(2000)
Autumn in New York,103 min,PG-13,5.6,(2000)
Bless the Child,107 min,R,5.1,(2000)
The Replacements,118 min,PG-13,6.6,(2000)
The House of Mirth,135 min,PG,7.0,(2000)
Chopper,94 min,R,7.1,(2000)
Hollow Man,112 min,R,5.8,(2000)
Space Cowboys,130 min,PG-13,6.5,(2000)
Ginger Snaps,108 min,Not Rated,6.8,(2000)
Coyote Ugly,100 min,PG-13,5.7,(2000)
Vampire Hunter D: Bloodlust,103 min,R,7.6,(2000)
Cherry Falls,92 min,R,5.2,(2000)
Blood: The Last Vampire,48 min,Not Rated,6.6,(2000)
Nutty Professor II: The Klumps,106 min,PG-13,4.4,(2000)
Loser,98 min,PG-13,5.3,(2000)
X-Men,104 min,PG-13,7.3,(2000)
Scary Movie,88 min,R,6.2,(2000)
The Patriot,165 min,R,7.2,(2000)
The Perfect Storm,130 min,PG-13,6.5,(2000)
The Kid,104 min,PG,6.1,(2000)
The Adventures of Rocky & Bullwinkle,92 min,PG,4.3,(2000)
Chicken Run,84 min,G,7.1,(2000)
Boys and Girls,94 min,PG-13,5.4,(2000)
Shaft,99 min,R,6.0,(2000)
"Me, Myself & Irene",116 min,R,6.6,(2000)
Titan A.E.,94 min,PG,6.6,(2000)
Gangster No. 1,103 min,R,6.7,(2000)
Come Undone,100 min,R,6.7,(2000)
Gone in 60 Seconds,118 min,PG-13,6.5,(2000)
Maybe Baby,104 min,R,5.6,(2000)
101 Reykjavík,88 min,Not Rated,6.8,(2000)
Big Momma's House,99 min,PG-13,5.2,(2000)
Woman on Top,92 min,R,5.3,(2000)
Nico and Dani,91 min,R,6.7,(2000)
Billy Elliot,110 min,R,7.7,(2000)
Shanghai Noon,110 min,PG-13,6.6,(2000)
Small Time Crooks,94 min,PG,6.7,(2000)
Code Unknown,118 min,Not Rated,7.1,(2000)
Mission: Impossible II,123 min,PG-13,6.1,(2000)
Dancer in the Dark,140 min,R,7.9,(2000)
Cecil B. Demented,87 min,R,6.2,(2000)
Shadow of the Vampire,92 min,R,6.9,(2000)
Yi Yi: A One and a Two...,173 min,Not Rated,8.1,(2000)
Requiem for a Dream,102 min,R,8.3,(2000)
"O Brother, Where Art Thou?",107 min,PG-13,7.7,(2000)
Dinosaur,82 min,PG,6.4,(2000)
Center Stage,115 min,PG-13,6.7,(2000)
Screwed,81 min,PG-13,5.6,(2000)
Road Trip,93 min,R,6.5,(2000)
Under Suspicion,110 min,R,6.4,(2000)
Nurse Betty,110 min,R,6.3,(2000)
Battlefield Earth,118 min,PG-13,2.5,(2000)
Bread and Roses,110 min,R,7.0,(2000)
Vatel,103 min,PG-13,6.6,(2000)
Gladiator,155 min,R,8.5,(2000)
Frequency,118 min,PG-13,7.4,(2000)
Where the Heart Is,120 min,PG-13,6.7,(2000)
The Yards,115 min,R,6.4,(2000)
Heavy Metal 2000,88 min,R,5.4,(2000)
Gossip,90 min,R,5.9,(I) (2000)
U-571,116 min,PG-13,6.6,(2000)
The Flintstones in Viva Rock Vegas,90 min,PG,3.7,(2000)
Kevin & Perry Go Large,82 min,R,5.6,(2000)
Keeping the Faith,128 min,PG-13,6.4,(2000)
Where the Money Is,89 min,PG-13,6.3,(2000)
Return to Me,115 min,PG,6.9,(2000)
Rules of Engagement,128 min,R,6.4,(2000)
"Love, Honor and Obey",103 min,R,6.4,(2000)
Ready to Rumble,107 min,PG-13,5.3,(2000)
The Road to El Dorado,89 min,PG,6.9,(2000)
The Skulls,106 min,PG-13,5.6,(2000)
Whatever It Takes,94 min,PG-13,5.5,(2000)
Timecode,97 min,R,6.1,(2000)
Romeo Must Die,115 min,R,6.1,(2000)
High Fidelity,113 min,R,7.4,(2000)
Final Destination,98 min,R,6.7,(2000)
Here on Earth,96 min,PG-13,5.1,(2000)
Erin Brockovich,131 min,R,7.4,(2000)
Mission to Mars,114 min,PG,5.6,(2000)
The Next Best Thing,108 min,PG-13,4.6,(2000)
Fortress 2: Re-Entry,92 min,R,4.5,(2000)
What Planet Are You From?,105 min,R,5.6,(2000)
The Taste of Others,112 min,R,7.2,(2000)
Wonder Boys,107 min,R,7.2,(2000)
Reindeer Games,104 min,R,5.8,(2000)
Pitch Black,109 min,R,7.1,(2000)
The Whole Nine Yards,98 min,R,6.7,(2000)
Hanging Up,94 min,PG-13,4.8,(2000)
Bruiser,99 min,R,5.3,(2000)
George Washington,89 min,Not Rated,7.2,(2000)
The Million Dollar Hotel,122 min,R,5.7,(2000)
28 Days,103 min,PG-13,6.1,(2000)
The Tigger Movie,77 min,G,6.3,(2000)
Gun Shy,101 min,R,5.6,(2000)
Scream 3,116 min,R,5.6,(2000)
The Beach,119 min,R,6.6,(I) (2000)
Takedown,96 min,R,6.2,(2000)
Boiler Room,120 min,R,7.0,(2000)
Snow Day,89 min,PG,5.1,(2000)
The Broken Hearts Club: A Romantic Comedy,94 min,R,6.9,(2000)
Cheeky,91 min,Not Rated,5.4,(2000)
About Adam,97 min,R,5.9,(2000)
Love & Basketball,124 min,PG-13,7.2,(2000)
The Tao of Steve,87 min,R,6.7,(2000)
Happy Accidents,110 min,R,7.2,(2000)
Saving Grace,93 min,R,6.9,(2000)
Hamlet,112 min,R,5.9,(2000)
Love & Sex,82 min,R,6.1,(2000)
Animal Factory,94 min,R,6.6,(2000)
Psycho Beach Party,95 min,Unrated,6.1,(2000)
The Crow: Salvation,102 min,R,4.9,(2000)
Waking the Dead,105 min,R,6.5,(2000)
Girlfight,110 min,R,6.7,(2000)
Panic,88 min,R,6.7,(2000)
Things You Can Tell Just by Looking at Her,109 min,PG-13,6.5,(2000)
American Psycho,102 min,R,7.6,(2000)
You Can Count on Me,111 min,R,7.5,(2000)
Down to You,91 min,PG-13,5.0,(2000)
Chuck & Buck,96 min,R,6.6,(2000)
Supernova,90 min,PG-13,4.8,(I) (2000)
Kaho Naa... Pyaar Hai,172 min,Not Rated,6.9,(2000)
Next Friday,98 min,R,6.1,(2000)
My Dog Skip,95 min,PG,7.0,(2000)
Ordinary Decent Criminal,93 min,R,6.3,(2000)
Drowning Mona,96 min,PG-13,5.7,(2000)
What Lies Beneath,130 min,PG-13,6.6,(2000)
Angela's Ashes,145 min,R,7.3,(1999)
Titus,162 min,R,7.1,(1999)
Play It to the Bone,124 min,R,5.5,(1999)
Galaxy Quest,102 min,PG,7.4,(1999)
Fantasia 2000,75 min,G,7.1,(1999)
Any Given Sunday,162 min,R,6.9,(1999)
Bicentennial Man,132 min,PG,6.9,(1999)
The Talented Mr. Ripley,139 min,R,7.4,(1999)
Magnolia,188 min,R,8.0,(1999)
"Girl, Interrupted",127 min,R,7.3,(1999)
Man on the Moon,118 min,R,7.4,(1999)
The Green Mile,189 min,R,8.6,(1999)
Anna and the King,148 min,PG-13,6.7,(1999)
Stuart Little,84 min,PG,6.0,(1999)
Guest House Paradiso,89 min,R,6.1,(1999)
Deuce Bigalow: Male Gigolo,88 min,R,5.7,(1999)
The End of the Affair,102 min,R,7.0,(1999)
Flawless,112 min,R,6.4,(1999)
Sleepy Hollow,105 min,R,7.3,(1999)
Liberty Heights,127 min,R,7.0,(1999)
End of Days,122 min,R,5.8,(1999)
Toy Story 2,92 min,G,7.9,(1999)
Herod's Law,123 min,R,7.8,(1999)
The World Is Not Enough,128 min,PG-13,6.4,(1999)
The Bachelor,101 min,PG-13,5.0,(1999)
The Insider,157 min,R,7.8,(1999)
House on Haunted Hill,93 min,R,5.6,(1999)
Bringing Out the Dead,121 min,R,6.8,(1999)
Bats,91 min,PG-13,4.0,(1999)
Gloomy Sunday,112 min,Not Rated,7.8,(1999)
Three to Tango,98 min,PG-13,6.1,(1999)
The Messenger: The Story of Joan of Arc,148 min,R,6.4,(1999)
The Story of Us,95 min,R,5.9,(1999)
Body Shots,106 min,R,4.9,(1999)
Superstar,81 min,PG-13,5.2,(1999)
Random Hearts,133 min,R,5.3,(1999)
"Mystery, Alaska",119 min,R,6.7,(1999)
Three Kings,114 min,R,7.1,(1999)
Simon Sez,85 min,PG-13,2.6,(1999)
Running Out of Time,93 min,Not Rated,7.3,(1999)
Drive Me Crazy,91 min,PG-13,5.7,(1999)
Double Jeopardy,105 min,R,6.5,(1999)
Onegin,106 min,R,6.8,(1999)
Blue Streak,93 min,PG-13,6.3,(1999)
The Hurricane,146 min,R,7.6,(1999)
Anywhere But Here,114 min,PG-13,6.2,(1999)
Jakob the Liar,120 min,PG-13,6.5,(1999)
The Big Kahuna,90 min,R,6.6,(1999)
For Love of the Game,137 min,PG-13,6.6,(1999)
Sunshine,181 min,R,7.5,(1999)
But I'm a Cheerleader,85 min,R,6.7,(1999)
Snow Falling on Cedars,127 min,PG-13,6.7,(1999)
Mumford,112 min,R,6.8,(1999)
Fight Club,139 min,R,8.8,(1999)
Stigmata,103 min,R,6.2,(1999)
In China They Eat Dogs,91 min,Not Rated,7.3,(1999)
Ride with the Devil,138 min,R,6.7,(I) (1999)
Crazy in Alabama,111 min,PG-13,6.2,(1999)
American Beauty,122 min,R,8.4,(1999)
The Cider House Rules,126 min,PG-13,7.4,(1999)
Julien Donkey-Boy,94 min,R,6.7,(1999)
Music of the Heart,124 min,PG,6.7,(1999)
Jesus' Son,107 min,R,6.9,(1999)
Holy Smoke,115 min,R,5.9,(1999)
Sweet and Lowdown,95 min,PG-13,7.2,(1999)
Black & White,98 min,R,5.0,(I) (1999)
Topsy-Turvy,160 min,R,7.4,(1999)
The Mating Habits of the Earthbound Human,88 min,R,6.3,(1999)
Being John Malkovich,113 min,R,7.8,(1999)
Boys Don't Cry,118 min,R,7.5,(1999)
The Best Man,120 min,R,6.7,(1999)
The 4th Floor,90 min,R,5.8,(1999)
Chill Factor,102 min,R,5.2,(1999)
The Bone Collector,118 min,R,6.7,(1999)
Eye of the Beholder,109 min,R,5.0,(1999)
Mansfield Park,112 min,PG-13,7.0,(1999)
The Astronaut's Wife,109 min,R,5.4,(1999)
The Muse,97 min,PG-13,5.7,(1999)
The Omega Code,100 min,PG-13,3.5,(1999)
The Ninth Gate,133 min,R,6.7,(1999)
In Too Deep,95 min,R,6.2,(1999)
A Room for Romeo Brass,90 min,R,7.6,(1999)
Dudley Do-Right,77 min,PG,3.9,(1999)
Outside Providence,96 min,R,6.4,(1999)
The 13th Warrior,102 min,R,6.6,(1999)
Brokedown Palace,100 min,PG-13,6.4,(1999)
Bowfinger,97 min,PG-13,6.5,(1999)
Teaching Mrs. Tingle,96 min,PG-13,5.3,(1999)
Love Stinks,94 min,R,5.7,(1999)
Mickey Blue Eyes,102 min,PG-13,5.9,(1999)
Detroit Rock City,95 min,R,6.8,(1999)
The Boondock Saints,108 min,R,7.7,(1999)
The Sixth Sense,107 min,PG-13,8.2,(1999)
The Iron Giant,86 min,PG,8.1,(1999)
Two Hands,103 min,R,7.1,(1999)
Stir of Echoes,99 min,R,6.9,(1999)
Inferno,95 min,R,5.1,(1999)
The Thomas Crown Affair,113 min,R,6.8,(1999)
Deep Blue Sea,105 min,R,5.9,(1999)
Runaway Bride,116 min,PG,5.6,(1999)
Dick,94 min,PG-13,6.2,(1999)
Mystery Men,121 min,PG-13,6.1,(1999)
The Haunting,113 min,PG-13,5.0,(1999)
Inspector Gadget,78 min,PG,4.1,(1999)
Lake Placid,82 min,R,5.8,(1999)
Muppets from Space,87 min,G,6.2,(1999)
The Wood,106 min,R,7.0,(1999)
Eyes Wide Shut,159 min,R,7.5,(1999)
Drop Dead Gorgeous,97 min,PG-13,6.6,(1999)
American Pie,95 min,R,7.0,(1999)
Universal Soldier: The Return,83 min,R,4.2,(1999)
Wild Wild West,106 min,PG-13,4.9,(1999)
Rogue Trader,101 min,R,6.4,(1999)
Terror Firmer,124 min,R,6.1,(1999)
Big Daddy,93 min,PG-13,6.4,(1999)
"South Park: Bigger, Longer & Uncut",81 min,R,7.7,(1999)
The General's Daughter,116 min,R,6.4,(1999)
Tarzan,88 min,G,7.3,(1999)
Austin Powers: The Spy Who Shagged Me,95 min,PG-13,6.6,(1999)
Human Traffic,99 min,R,7.1,(1999)
Instinct,126 min,R,6.5,(1999)
Limbo,126 min,R,7.0,(I) (1999)
Dogma,130 min,R,7.3,(1999)
The Straight Story,112 min,G,8.0,(1999)
Summer of Sam,142 min,R,6.7,(1999)
The Virgin Suicides,97 min,R,7.2,(1999)
Ghost Dog: The Way of the Samurai,116 min,R,7.5,(1999)
Cradle Will Rock,132 min,R,6.8,(1999)
Felicia's Journey,116 min,PG-13,7.0,(1999)
Star Wars: Episode I - The Phantom Menace,136 min,PG,6.5,(1999)
The Limey,89 min,R,6.9,(1999)
East Is East,96 min,R,6.9,(1999)
Best Laid Plans,92 min,R,6.1,(1999)
Ratcatcher,94 min,Not Rated,7.5,(1999)
Idle Hands,92 min,R,6.2,(1999)
Notting Hill,124 min,PG-13,7.2,(1999)
A Midsummer Night's Dream,116 min,PG-13,6.4,(1999)
Election,103 min,R,7.3,(1999)
Pushing Tin,124 min,R,6.0,(1999)
Lost & Found,100 min,PG-13,5.1,(I) (1999)
The Winslow Boy,104 min,G,7.3,(1999)
The Mummy,124 min,PG-13,7.1,(1999)
The Thirteenth Floor,100 min,R,7.0,(1999)
An Ideal Husband,97 min,PG-13,6.8,(I) (1999)
Entrapment,113 min,PG-13,6.3,(1999)
Romance,84 min,R,5.2,(1999)
Life,108 min,R,6.8,(I) (1999)
Foolish,84 min,R,4.9,(1999)
The Out-of-Towners,90 min,PG-13,5.5,(1999)
10 Things I Hate About You,97 min,PG-13,7.3,(1999)
Beowulf,95 min,R,4.1,(1999)
Never Been Kissed,107 min,PG-13,6.0,(1999)
Edtv,122 min,PG-13,6.1,(1999)
Tea with Mussolini,117 min,PG,6.9,(1999)
The Matrix,136 min,R,8.7,(1999)
Resurrection,108 min,R,6.1,(1999)
Arlington Road,117 min,R,7.2,(1999)
True Crime,127 min,R,6.6,(1999)
The Deep End of the Ocean,106 min,PG-13,6.3,(1999)
Forces of Nature,105 min,PG-13,5.5,(1999)
Baby Geniuses,97 min,PG,2.5,(1999)
The Rage: Carrie 2,104 min,R,4.7,(1999)
Wing Commander,100 min,PG-13,4.3,(1999)
Cruel Intentions,97 min,R,6.8,(1999)
Analyze This,103 min,R,6.7,(1999)
The Other Sister,129 min,PG-13,6.4,(1999)
200 Cigarettes,101 min,R,5.9,(1999)
Go,102 min,R,7.2,(1999)
Office Space,89 min,R,7.6,(1999)
October Sky,108 min,PG,7.8,(1999)
8MM,123 min,R,6.6,(1999)
eXistenZ,97 min,R,6.8,(1999)
Better Than Chocolate,101 min,R,6.1,(1999)
Breakfast of Champions,110 min,R,4.5,(1999)
Message in a Bottle,126 min,PG-13,6.2,(1999)
My Favorite Martian,94 min,PG,5.1,(1999)
The Corruptor,110 min,R,6.0,(1999)
Gorgeous,121 min,PG-13,6.0,(1999)
Payback,100 min,R,7.1,(I) (1999)
Simply Irresistible,96 min,PG-13,5.2,(1999)
"Happy, Texas",98 min,PG-13,6.3,(1999)
Jawbreaker,86 min,R,5.6,(1999)
The War Zone,98 min,R,7.3,(1999)
A Walk on the Moon,107 min,R,6.6,(1999)
Blast from the Past,112 min,PG-13,6.7,(1999)
Trick,89 min,R,7.2,(1999)
The Blair Witch Project,81 min,R,6.5,(1999)
The Minus Man,111 min,R,6.1,(1999)
Twin Falls Idaho,111 min,R,7.1,(1999)
Gloria,108 min,R,5.1,(1999)
